infoSpeciesId,ifn,plotId,province,municipality,speciesId,scientificName,percentageOfSpecies,numberTreesHa,basalAreaM2Ha,volumeOverBarkM3Ha,volumeUnderBarkM3Ha,ageInYears,infoSpeciesIri,plotIri,speciesIri
"plot-47-629-Species26","ifn2","47-629","Valladolid","Portillo","Species26","Pinus pinaster",,14.14,0.6083945,3.024207,1.7909918,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-629-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-629","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-630-Species23","ifn2","47-630","Valladolid","Portillo","Species23","Pinus pinea",,5.09,0.9082163,2.2683478,1.6704214,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-630-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-630","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-630-Species26","ifn2","47-630","Valladolid","Portillo","Species26","Pinus pinaster",,103.68,8.8769169,45.6864626,31.00404,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-630-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-630","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-631-Species23","ifn2","47-631","Valladolid","Portillo","Species23","Pinus pinea",,31.83,0.672398,1.5879117,1.0567064,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-631-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-631","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-631-Species26","ifn2","47-631","Valladolid","Portillo","Species26","Pinus pinaster",,65.2,4.0831036,20.0588048,13.0897415,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-631-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-631","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-639-Species23","ifn2","47-639","Valladolid","Portillo","Species23","Pinus pinea",,19.23,1.7615613,7.7078761,5.6827776,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-639-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-639","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-639-Species26","ifn2","47-639","Valladolid","Portillo","Species26","Pinus pinaster",,65.21,4.934205,27.67538,20.3758174,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-639-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-639","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-640-Species23","ifn2","47-640","Valladolid","Portillo","Species23","Pinus pinea",,99.01,8.4628767,41.2130403,29.9527808,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-640-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-640","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-640-Species26","ifn2","47-640","Valladolid","Portillo","Species26","Pinus pinaster",,155.6,12.9895022,79.4993649,54.4879343,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-640-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-640","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-640-Species37","ifn2","47-640","Valladolid","Portillo","Species26","Pinus pinaster",,155.6,12.9895022,79.4993649,54.4879343,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-640-Species37","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-640","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-640-Species44","ifn2","47-640","Valladolid","Portillo","Species44","Quercus faginea",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-640-Species44","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-640","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species44"
"plot-47-640-Species45","ifn2","47-640","Valladolid","Portillo","Species26","Pinus pinaster",,155.6,12.9895022,79.4993649,54.4879343,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-640-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-640","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-641-Species23","ifn2","47-641","Valladolid","Valdestillas","Species23","Pinus pinea",,88.4,5.9998485,27.9798392,20.3683593,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-641-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-641","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-641-Species26","ifn2","47-641","Valladolid","Valdestillas","Species26","Pinus pinaster",,118.26,9.5452485,47.9500633,32.1293517,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-641-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-641","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-641-Species45","ifn2","47-641","Valladolid","Valdestillas","Species45","Quercus ilex",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-641-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-641","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-47-642-Species23","ifn2","47-642","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,15.27,2.3251414,7.3423626,5.4064909,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-642-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-642","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-642-Species26","ifn2","47-642","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,42.01,2.2413298,10.7277471,7.1366717,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-642-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-642","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-645-Species23","ifn2","47-645","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,29.41,4.3183834,25.8953394,19.6072376,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-645-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-645","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-645-Species26","ifn2","47-645","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,28.29,2.1701215,12.6416828,7.865831,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-645-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-645","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-646-Species23","ifn2","47-646","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,14.14,1.4560332,6.3577778,4.632179,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-646-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-646","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-646-Species26","ifn2","47-646","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,353.67,28.2546939,160.7683286,100.3911127,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-646-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-646","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-647-Species23","ifn2","47-647","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,88.4,4.9408481,12.0357382,8.3651866,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-647-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-647","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-647-Species26","ifn2","47-647","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,61.67,4.6000074,19.9510839,13.0336793,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-647-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-647","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-651-Species23","ifn2","47-651","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,14.14,1.8179885,7.8683364,5.8017144,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-651-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-651","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-651-Species26","ifn2","47-651","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,173.14,19.113816,117.4847553,79.7536173,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-651-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-651","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-654-Species26","ifn2","47-654","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,107.5,15.8008506,104.2644426,79.8350594,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-654-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-654","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-654-Species23","ifn2","47-654","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,30.54,6.5806915,40.8362254,31.9045885,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-654-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-654","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-656-Species15","ifn2","47-656","Valladolid","Pedraja de Portillo, La","Species15","Crataegus",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-656-Species15","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-656","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species15"
"plot-47-656-Species23","ifn2","47-656","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,155.6,15.8046505,74.5161195,54.547189,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-656-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-656","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-656-Species26","ifn2","47-656","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,45.97,1.4544251,6.5657718,3.9720991,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-656-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-656","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-661-Species23","ifn2","47-661","Valladolid","Mojados","Species23","Pinus pinea",,25.45,4.3632153,24.7495561,18.8596723,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-661-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-661","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-661-Species26","ifn2","47-661","Valladolid","Mojados","Species26","Pinus pinaster",,42.43,3.9412409,28.3663632,20.7407299,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-661-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-661","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-662-Species23","ifn2","47-662","Valladolid","Mojados","Species23","Pinus pinea",,91.94,3.8241054,10.1835202,6.8251134,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-662-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-662","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-662-Species26","ifn2","47-662","Valladolid","Mojados","Species26","Pinus pinaster",,31.83,0.6642238,1.7002051,0.9769506,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-662-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-662","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-665-Species26","ifn2","47-665","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,53.73,7.2573539,41.9220011,31.2062904,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-665-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-665","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-665-Species23","ifn2","47-665","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,14.14,1.4200574,5.3381639,3.8497552,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-665-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-665","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-666-Species23","ifn2","47-666","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,14.14,1.5500132,7.6780027,5.6536688,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-666-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-666","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-666-Species26","ifn2","47-666","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,272.3,18.1552513,110.535082,72.3710374,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-666-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-666","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-673-Species23","ifn2","47-673","Valladolid","Mojados","Species23","Pinus pinea",,40.73,8.0542881,45.3659213,34.9331354,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-673-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-673","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-673-Species26","ifn2","47-673","Valladolid","Mojados","Species26","Pinus pinaster",,19.23,1.9665497,14.0624349,10.3934003,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-673-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-673","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-675-Species23","ifn2","47-675","Valladolid","Mojados","Species23","Pinus pinea",,115.42,13.4290786,57.3161749,42.199676,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-675-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-675","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-675-Species26","ifn2","47-675","Valladolid","Mojados","Species26","Pinus pinaster",,89.95,7.1226877,41.4298504,28.6667212,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-675-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-675","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-676-Species23","ifn2","47-676","Valladolid","Mojados","Species23","Pinus pinea",,127.32,1.2656132,2.9179095,1.9635397,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-676-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-676","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-676-Species26","ifn2","47-676","Valladolid","Mojados","Species26","Pinus pinaster",,268.78,4.9529354,14.3230258,7.7253322,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-676-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-676","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-680-Species26","ifn2","47-680","Valladolid","Portillo","Species26","Pinus pinaster",,61.24,4.6614734,23.2544123,16.0462384,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-680-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-680","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-680-Species23","ifn2","47-680","Valladolid","Portillo","Species23","Pinus pinea",,24.32,2.8109647,9.4732024,6.9642359,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-680-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-680","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-681-Species26","ifn2","47-681","Valladolid","Portillo","Species26","Pinus pinaster",,157.87,15.0112333,67.7008623,47.0128889,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-681-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-681","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-681-Species23","ifn2","47-681","Valladolid","Portillo","Species23","Pinus pinea",,31.83,0.7612542,2.6950129,1.6436891,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-681-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-681","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-681-Species45","ifn2","47-681","Valladolid","Portillo","Species45","Quercus ilex",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-681-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-681","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-47-684-Species23","ifn2","47-684","Valladolid","Mojados","Species23","Pinus pinea",,65.21,3.4940796,11.6971347,8.0811477,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-684-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-684","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-684-Species26","ifn2","47-684","Valladolid","Mojados","Species26","Pinus pinaster",,31.83,0.4623993,1.1072286,0.6295025,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-684-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-684","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-685-Species23","ifn2","47-685","Valladolid","Mojados","Species23","Pinus pinea",,10.18,2.3342985,9.6151123,7.3476333,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-685-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-685","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-685-Species26","ifn2","47-685","Valladolid","Mojados","Species26","Pinus pinaster",,205.11,11.7006207,55.0278409,34.7327819,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-685-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-685","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-699-Species23","ifn2","47-699","Valladolid","Mojados","Species23","Pinus pinea",,95.75,10.2919033,56.2771919,42.1878789,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-699-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-699","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-699-Species26","ifn2","47-699","Valladolid","Mojados","Species26","Pinus pinaster",,39.6,5.5292396,35.0663906,24.3215735,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-699-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-699","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
