treeId,order,ifn,plotId,province,municipality,latWGS84,lngWGS84,dbh1mm,dbh2mm,heightM,quality,expan,speciesId,scientificName,dataCapture,treeifn2Id,treeIri,plotIri,speciesIri,treeifn2Iri
"40-1148-A-3E-8-6.6",1,"ifn3","40-1148-A-3E","Segovia","Montejo de Arévalo",41.158727,-4.717497,184,189,6.900000095367432,2,31.83098861837907,"Species23","Pinus pinea","11/17/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1148-A-3E-8-6.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1148-A-3E","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23",
"40-1148-A-3E-37-24.1",2,"ifn3","40-1148-A-3E","Segovia","Montejo de Arévalo",41.158851,-4.717352,493,466,12.5,3,5.092958178940651,"Species26","Pinus pinaster","11/17/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1148-A-3E-37-24.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1148-A-3E","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26",
"40-1148-A-3E-55-9.7",3,"ifn3","40-1148-A-3E","Segovia","Montejo de Arévalo",41.158726,-4.717419,277,289,8.800000190734863,2,14.14710605261292,"Species23","Pinus pinea","11/17/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1148-A-3E-55-9.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1148-A-3E","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23",
"40-1148-A-3E-161-4.3",4,"ifn3","40-1148-A-3E","Segovia","Montejo de Arévalo",41.158636,-4.717475,298,303,9.100000381469727,2,14.14710605261292,"Species23","Pinus pinea","11/17/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1148-A-3E-161-4.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1148-A-3E","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23",
"40-1148-A-3E-174-11.3",5,"ifn3","40-1148-A-3E","Segovia","Montejo de Arévalo",41.158575,-4.717449,392,401,9.699999809265137,2,14.14710605261292,"Species23","Pinus pinea","11/17/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1148-A-3E-174-11.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1148-A-3E","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23",
"40-1148-A-3E-233-5.1",6,"ifn3","40-1148-A-3E","Segovia","Montejo de Arévalo",41.158627,-4.717534,339,337,9,2,14.14710605261292,"Species23","Pinus pinea","11/17/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1148-A-3E-233-5.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1148-A-3E","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23",
"40-1148-A-3E-302-7.5",7,"ifn3","40-1148-A-3E","Segovia","Montejo de Arévalo",41.158668,-4.717595,130,132,5.099999904632568,2,31.83098861837907,"Species23","Pinus pinea","11/17/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1148-A-3E-302-7.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1148-A-3E","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23",
"40-1148-A-3E-363-11.6",8,"ifn3","40-1148-A-3E","Segovia","Montejo de Arévalo",41.158754,-4.717583,373,394,10.5,2,14.14710605261292,"Species23","Pinus pinea","11/17/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1148-A-3E-363-11.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1148-A-3E","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23",
"40-1150-A-1-11-12.3",1,"ifn3","40-1150-A-1","Segovia","Montejo de Arévalo",41.158954,-4.705569,325,323,10.5,3,14.14710605261292,"Species26","Pinus pinaster","11/18/2003","40-1150-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-11-12.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1150-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-1"
"40-1150-A-1-90-9.0",2,"ifn3","40-1150-A-1","Segovia","Montejo de Arévalo",41.158859,-4.705486,300,316,9.5,3,14.14710605261292,"Species26","Pinus pinaster","11/18/2003","40-1150-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-90-9.0","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1150-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-2"
"40-1150-A-1-109-3.3",3,"ifn3","40-1150-A-1","Segovia","Montejo de Arévalo",41.158841,-4.705552,469,445,10.699999809265137,2,5.092958178940651,"Species23","Pinus pinea","11/18/2003","40-1150-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-109-3.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1150-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-3"
"40-1150-A-1-122-14.4",4,"ifn3","40-1150-A-1","Segovia","Montejo de Arévalo",41.158803,-4.705429,424,433,11.199999809265137,3,5.092958178940651,"Species26","Pinus pinaster","11/18/2003","40-1150-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-122-14.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1150-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-4"
"40-1150-A-1-170-7.7",5,"ifn3","40-1150-A-1","Segovia","Montejo de Arévalo",41.158783,-4.705548,437,424,11,2,5.092958178940651,"Species23","Pinus pinea","11/18/2003","40-1150-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-170-7.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1150-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-5"
"40-1150-A-1-214-7.4",6,"ifn3","40-1150-A-1","Segovia","Montejo de Arévalo",41.158779,-4.705609,388,379,10.300000190734863,2,14.14710605261292,"Species23","Pinus pinea","11/18/2003","40-1150-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-214-7.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1150-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-6"
"40-1150-A-1-255-11.2",7,"ifn3","40-1150-A-1","Segovia","Montejo de Arévalo",41.158778,-4.705691,397,419,10.100000381469727,2,14.14710605261292,"Species23","Pinus pinea","11/18/2003","40-1150-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-255-11.2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1150-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-7"
"40-1150-A-1-279-22.2",8,"ifn3","40-1150-A-1","Segovia","Montejo de Arévalo",41.158776,-4.70584,465,437,10.800000190734863,2,5.092958178940651,"Species23","Pinus pinea","11/18/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-279-22.2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1150-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23",
"40-1150-A-1-285-10.7",9,"ifn3","40-1150-A-1","Segovia","Montejo de Arévalo",41.15882,-4.705715,464,457,11.300000190734863,2,5.092958178940651,"Species23","Pinus pinea","11/18/2003","40-1150-9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-285-10.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1150-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-9"
"40-1150-A-1-275-12.8",888,"ifn3","40-1150-A-1","Segovia","Montejo de Arévalo",41.158798,-4.705731,307,293,,6,14.14710605261292,"Species26","Pinus pinaster","11/18/2003","40-1150-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-275-12.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1150-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-8"
"40-1151-A-1-3-5.2",1,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.1614,-4.526874,179,178,8.699999809265137,2,31.83098861837907,"Species26","Pinus pinaster","3/2/2004",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-3-5.2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26",
"40-1151-A-1-51-8.4",2,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161407,-4.526805,168,177,8.5,2,31.83098861837907,"Species26","Pinus pinaster","3/2/2004",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-51-8.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26",
"40-1151-A-1-51-4.6",3,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161382,-4.526837,406,387,13.100000381469727,2,14.14710605261292,"Species23","Pinus pinea","3/2/2004","40-1151-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-51-4.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-1"
"40-1151-A-1-101-12.0",4,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161353,-4.526733,227,232,7.400000095367432,2,14.14710605261292,"Species26","Pinus pinaster","3/2/2004",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-101-12.0","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26",
"40-1151-A-1-114-22.8",5,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161312,-4.526609,462,476,11.600000381469727,2,5.092958178940651,"Species23","Pinus pinea","3/2/2004",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-114-22.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23",
"40-1151-A-1-166-7.4",6,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161296,-4.526829,218,223,7.5,2,31.83098861837907,"Species23","Pinus pinea","3/2/2004","40-1151-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-166-7.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-2"
"40-1151-A-1-176-23.9",7,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161154,-4.526766,469,463,12.300000190734863,2,5.092958178940651,"Species26","Pinus pinaster","3/2/2004",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-176-23.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26",
"40-1151-A-1-211-5.0",8,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161308,-4.526885,293,313,11.300000190734863,2,14.14710605261292,"Species26","Pinus pinaster","3/2/2004","40-1151-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-211-5.0","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-3"
"40-1151-A-1-237-17.9",10,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161217,-4.52699,416,447,11.199999809265137,3,5.092958178940651,"Species26","Pinus pinaster","3/2/2004",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-237-17.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26",
"40-1151-A-1-246-6.0",11,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161312,-4.526922,387,367,13.100000381469727,2,14.14710605261292,"Species26","Pinus pinaster","3/2/2004","40-1151-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-246-6.0","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-6"
"40-1151-A-1-250-24.4",12,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161195,-4.527078,445,406,14.199999809265137,3,5.092958178940651,"Species26","Pinus pinaster","3/2/2004",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-250-24.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26",
"40-1151-A-1-274-22.5",13,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161269,-4.52712,425,492,13.100000381469727,3,5.092958178940651,"Species26","Pinus pinaster","3/2/2004",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-274-22.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26",
"40-1151-A-1-290-9.1",14,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161339,-4.526982,415,491,12.600000381469727,3,5.092958178940651,"Species26","Pinus pinaster","3/2/2004","40-1151-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-290-9.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-7"
"40-1151-A-1-333-6.1",15,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161379,-4.526939,392,406,11.199999809265137,2,14.14710605261292,"Species23","Pinus pinea","3/2/2004","40-1151-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-333-6.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-8"
"40-1151-A-1-368-20.6",16,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161514,-4.526998,421,432,10.800000190734863,2,5.092958178940651,"Species23","Pinus pinea","3/2/2004",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-368-20.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23",
"40-1151-A-1-5",,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",,,0,0,0,,0,,,"3/2/2004","40-1151-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/notree-40-1151-A-1-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-5"
"40-1151-A-1-219-13.5",9,"ifn3","40-1151-A-1","Segovia","Santiuste de San Juan Bautista",41.161236,-4.52692,435,477,14.899999618530273,2,5.092958178940651,"Species23","Pinus pinea","3/2/2004","40-1151-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-219-13.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-4"
"40-1152-A-1-19-9.3",1,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149921,-4.705328,365,371,9.199999809265137,2,14.14710605261292,"Species23","Pinus pinea","11/14/2003","40-1152-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-19-9.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-1"
"40-1152-A-1-19-4.8",2,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149882,-4.705342,387,399,8.5,2,14.14710605261292,"Species23","Pinus pinea","11/14/2003","40-1152-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-19-4.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-2"
"40-1152-A-1-80-7.6",3,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149863,-4.705273,140,134,4.5,2,31.83098861837907,"Species26","Pinus pinaster","11/14/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-80-7.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26",
"40-1152-A-1-128-7.7",4,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149812,-4.705274,518,557,12.600000381469727,2,5.092958178940651,"Species23","Pinus pinea","11/14/2003","40-1152-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-128-7.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-3"
"40-1152-A-1-164-10.9",5,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149759,-4.705286,298,308,11,2,14.14710605261292,"Species26","Pinus pinaster","11/14/2003","40-1152-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-164-10.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-4"
"40-1152-A-1-176-6.3",6,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149788,-4.705329,268,288,9.199999809265137,3,14.14710605261292,"Species26","Pinus pinaster","11/14/2003","40-1152-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-176-6.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-5"
"40-1152-A-1-196-10.4",7,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149747,-4.705348,354,364,8.699999809265137,2,14.14710605261292,"Species23","Pinus pinea","11/14/2003","40-1152-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-196-10.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-6"
"40-1152-A-1-217-24.5",8,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149627,-4.70543,511,516,11.899999618530273,2,5.092958178940651,"Species23","Pinus pinea","11/14/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-217-24.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23",
"40-1152-A-1-244-11.8",9,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149757,-4.705446,236,238,8.5,2,14.14710605261292,"Species26","Pinus pinaster","11/14/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-244-11.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26",
"40-1152-A-1-258-6.8",10,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149802,-4.705421,154,152,6.099999904632568,2,31.83098861837907,"Species23","Pinus pinea","11/14/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-258-6.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23",
"40-1152-A-1-264-14.5",11,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149769,-4.705502,341,313,6.900000095367432,2,14.14710605261292,"Species23","Pinus pinea","11/14/2003","40-1152-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-264-14.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-7"
"40-1152-A-1-283-8.4",12,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149819,-4.705454,220,215,7.699999809265137,2,31.83098861837907,"Species26","Pinus pinaster","11/14/2003","40-1152-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-283-8.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-8"
"40-1152-A-1-302-2.4",13,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149841,-4.705387,165,160,6.699999809265137,2,31.83098861837907,"Species26","Pinus pinaster","11/14/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-302-2.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26",
"40-1152-A-1-326-17.1",14,"ifn3","40-1152-A-1","Segovia","Montejo de Arévalo",41.149899,-4.705547,447,475,9.199999809265137,2,5.092958178940651,"Species23","Pinus pinea","11/14/2003","40-1152-9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-326-17.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-9"
