infoSpeciesId,ifn,plotId,province,municipality,speciesId,scientificName,percentageOfSpecies,numberTreesHa,basalAreaM2Ha,volumeWithBarkM3Ha,volumeWithoutBarkM3Ha,ageInYears,infoSpeciesIri,plotIri,speciesIri
"info-40-1536-A-1-23","ifn3","40-1536-A-1","Segovia","Villacastín","Species23","Pinus pinea",50,62.38876,6.96274,36.76025,28.22114,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/infoSpeciesPlot/info-40-1536-A-1-23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1536-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23"
"info-40-1536-A-1-26","ifn3","40-1536-A-1","Segovia","Villacastín","Species26","Pinus pinaster",30,51.071059999999996,2.43098,10.94866,6.68942,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/infoSpeciesPlot/info-40-1536-A-1-26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1536-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26"
"info-40-1536-A-1-45","ifn3","40-1536-A-1","Segovia","Villacastín","Species45","Quercus ilex",20,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/infoSpeciesPlot/info-40-1536-A-1-45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1536-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species45"
"info-40-1537-A-1-26","ifn3","40-1537-A-1","Segovia","Monterrubio","Species26","Pinus pinaster",20,5.09296,0.927369,5.26557,3.56988,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/infoSpeciesPlot/info-40-1537-A-1-26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1537-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26"
"info-40-1537-A-1-45","ifn3","40-1537-A-1","Segovia","Monterrubio","Species45","Quercus ilex",80,827.606,6.334949999999999,22.83939,17.07818,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/infoSpeciesPlot/info-40-1537-A-1-45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1537-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species45"
"info-40-1538-A-1-26","ifn3","40-1538-A-1","Segovia","Monterrubio","Species26","Pinus pinaster",90,413.8031,14.638615999999999,73.00868,46.09994,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/infoSpeciesPlot/info-40-1538-A-1-26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1538-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26"
"info-40-1538-A-1-45","ifn3","40-1538-A-1","Segovia","Monterrubio","Species45","Quercus ilex",10,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/infoSpeciesPlot/info-40-1538-A-1-45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1538-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species45"
"info-40-1543-A-1-23","ifn3","40-1543-A-1","Segovia","Villacastín","Species23","Pinus pinea",20,29.425959999999996,4.316936,17.47446,13.006179999999999,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/infoSpeciesPlot/info-40-1543-A-1-23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1543-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species23"
"info-40-1543-A-1-26","ifn3","40-1543-A-1","Segovia","Villacastín","Species26","Pinus pinaster",70,215.74360000000001,13.60023,61.63961,37.685370000000006,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/infoSpeciesPlot/info-40-1543-A-1-26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1543-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species26"
"info-40-1543-A-1-45","ifn3","40-1543-A-1","Segovia","Villacastín","Species45","Quercus ilex",10,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/infoSpeciesPlot/info-40-1543-A-1-45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1543-A-1","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn3/taxon/Species45"
