plotId,ifn,province,municipality,latWGS84,lngWGS84,dataCapture,plotifn2Id,plotIri,plotifn2Iri
"40-443-A-1","ifn3","Segovia","Villaverde de Íscar",41.287575,-4.517874,"11/21/2003","40-443","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-443-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443"
"40-444-A-1","ifn3","Segovia","Fuente el Olmo de Íscar",41.288042,-4.482059,"11/19/2003","40-444","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-444-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444"
"40-446-A-1","ifn3","Segovia","Samboal",41.288347,-4.458182,"11/19/2003","40-446","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-446-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-446"
"40-459-A-4","ifn3","Segovia","Coca",41.27857,-4.517665,"11/4/2003","40-459","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-459-A-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-459"
"40-463-A-1","ifn3","Segovia","Samboal",41.279342,-4.457981,"11/11/2003","40-463","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-463-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-463"
"40-465-A-1","ifn3","Segovia","Samboal",41.27979,-4.42217,"11/7/2003","40-465","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-465-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-465"
"40-467-A-1","ifn3","Segovia","Cuéllar",41.280083,-4.398295,"11/25/2003","40-467","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-467-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-467"
"40-480-A-3E","ifn3","Segovia","Fuente el Olmo de Íscar",41.270032,-4.481651,"12/11/2003","40-480","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-480-A-3E","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-480"
"40-515-A-1","ifn3","Segovia","Coca",41.252023,-4.481244,"2/9/2004","40-515","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-515-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-515"
"40-517-A-1","ifn3","Segovia","Coca",41.252328,-4.45738,"1/12/2004","40-517","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-517-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-517"
"40-561-A-1","ifn3","Segovia","Navas de Oro",41.234617,-4.433122,"2/10/2004","40-561","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-561-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-561"
"40-571-A-1","ifn3","Segovia","Coca",41.224543,-4.516415,"3/10/2004","40-571","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-571-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-571"
"40-575-A-1","ifn3","Segovia","Navas de Oro",41.225162,-4.468707,"1/26/2004","40-575","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-575-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-575"
"40-578-A-1","ifn3","Segovia","Navas de Oro",41.225907,-4.409071,"1/16/2004","40-578","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-578-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-578"
"40-584-A-1","ifn3","Segovia","Coca",41.215695,-4.504282,"3/11/2004","40-584","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-584-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-584"
"40-588-A-3E","ifn3","Segovia","Navas de Oro",41.216308,-4.45658,"3/4/2004","40-588","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-588-A-3E","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-588"
"40-599-A-1","ifn3","Segovia","Coca",41.206845,-4.492152,"3/9/2004","40-599","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-599-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-599"
"40-645-A-1","ifn3","Segovia","Nava de la Asunción",41.180289,-4.455782,"2/19/2004","40-645","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-645-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-645"
"40-655-A-1","ifn3","Segovia","Pinarnegrillo",41.182143,-4.300828,"2/16/2004","40-655","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-655-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-655"
"40-889-A-1","ifn3","Segovia","Turégano",41.20282,-4.038853,"1/13/2004","40-889","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-889-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-889"
"40-1148-A-3E","ifn3","Segovia","Montejo de Arévalo",41.158667,-4.717505,"11/17/2003","40-1148","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1148-A-3E","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1148"
"40-1150-A-1","ifn3","Segovia","Montejo de Arévalo",41.158845,-4.705592,"11/18/2003","40-1150","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1150-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1150"
"40-1151-A-1","ifn3","Segovia","Santiuste de San Juan Bautista",41.161353,-4.526876,"3/2/2004","40-1151","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1151-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1151"
"40-1152-A-1","ifn3","Segovia","Montejo de Arévalo",41.149841,-4.705358,"11/14/2003","40-1152","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1152-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1152"
"40-1166-A-1","ifn3","Segovia","Aldehuela del Codonal",41.0623,-4.524582,"1/20/2004","40-1166","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1166-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1166"
"40-1168-A-1","ifn3","Segovia","Juarros de Voltoya",41.044291,-4.524166,"12/10/2003","40-1168","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1168-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1168"
"40-1171-A-1","ifn3","Segovia","Juarros de Voltoya",41.025964,-4.547532,"1/12/2004","40-1171","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1171-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1171"
"40-1187-A-1","ifn3","Segovia","Carbonero el Mayor",41.164132,-4.300472,"1/26/2004","40-1187","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1187-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1187"
"40-1212-A-1","ifn3","Segovia","Nava de la Asunción",41.125491,-4.514132,"3/5/2004","40-1212","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1212-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1212"
"40-1217-A-1","ifn3","Segovia","Nava de la Asunción",41.116642,-4.502017,"3/10/2004","40-1217","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1217-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1217"
"40-1228-A-3E","ifn3","Segovia","Nava de la Asunción",41.098633,-4.501607,"3/12/2004","40-1228","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1228-A-3E","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1228"
"40-1241-A-1","ifn3","Segovia","Tabanera la Luenga",41.083347,-4.275068,"12/17/2003","40-1241","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1241-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1241"
"40-1275-A-1","ifn3","Segovia","Mozoncillo",41.15641,-4.181138,"11/10/2003","40-1275","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1275-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1275"
"40-1277-A-1","ifn3","Segovia","Mozoncillo",41.156652,-4.157306,"11/10/2003","40-1277","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1277-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1277"
"40-1292-A-1","ifn3","Segovia","Escarabajosa de Cabezas",41.120747,-4.144763,"11/19/2003","40-1292","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1292-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1292"
"40-1431-A-1","ifn3","Segovia","Martín Muñoz de las Posadas",40.971451,-4.581911,"11/11/2003","40-1431","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1431-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1431"
"40-1441-A-1","ifn3","Segovia","Santa María la Real de Nieva",40.94492,-4.545638,"12/3/2003","40-1441","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1441-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1441"
"40-1450-A-1","ifn3","Segovia","Muñopedro",40.9089,-4.544799,"11/4/2003","40-1450","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1450-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1450"
"40-1526-A-1","ifn3","Segovia","Muñopedro",40.856249,-4.436799,"1/27/2004","40-1526","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1526-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1526"
"40-1527-A-1","ifn3","Segovia","Villacastín",40.856396,-4.424939,"12/18/2003","40-1527","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1527-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1527"
"40-1528-A-1","ifn3","Segovia","Villacastín",40.856542,-4.413078,"12/15/2003","40-1528","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1528-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1528"
"40-1536-A-1","ifn3","Segovia","Villacastín",40.847537,-4.412886,"12/15/2003","40-1536","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1536-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1536"
"40-1537-A-1","ifn3","Segovia","Monterrubio",40.847681,-4.401027,"1/21/2004","40-1537","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1537-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1537"
"40-1538-A-1","ifn3","Segovia","Monterrubio",40.847825,-4.389167,"1/21/2004","40-1538","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1538-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1538"
"40-1543-A-1","ifn3","Segovia","Villacastín",40.838238,-4.43641,"1/15/2004","40-1543","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-1543-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543"
"40-2035-N-N","ifn3","Segovia","Samboal",41.252627,-4.433516,"11/27/2003",,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-40-2035-N-N",
"47-243-A-1","ifn3","Valladolid","Laguna de Duero",41.581468,-4.752656,"9/16/2002","47-243","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-243-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-243"
"47-251-A-1","ifn3","Valladolid","Laguna de Duero",41.572465,-4.752412,"9/16/2002","47-251","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-251-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-251"
"47-311-A-1","ifn3","Valladolid","Villanueva de Duero",41.526332,-4.823079,"9/23/2002","47-311","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-311-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-311"
"47-312-A-1","ifn3","Valladolid","Boecillo",41.527812,-4.727235,"6/20/2002","47-312","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-312-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-312"
"47-329-A-1","ifn3","Valladolid","Viana de Cega",41.518628,-4.738975,"10/2/2002","47-329","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-329-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-329"
"47-330-A-1","ifn3","Valladolid","Boecillo",41.518809,-4.726996,"6/20/2002","47-330","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-330-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-330"
"47-335-A-1","ifn3","Valladolid","Portillo",41.520878,-4.583237,"8/29/2002","47-335","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-335-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-335"
"47-342-A-1","ifn3","Valladolid","Valdestillas",41.508516,-4.810597,"9/24/2002","47-342","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-342-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-342"
"47-345-A-1","ifn3","Valladolid","Viana de Cega",41.509076,-4.774666,"10/9/2002","47-345","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-345-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-345"
"47-347-A-1","ifn3","Valladolid","Viana de Cega",41.509443,-4.750711,"10/10/2002","47-347","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-347-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-347"
"47-351-A-1","ifn3","Valladolid","Pedraja de Portillo, La",41.510163,-4.702801,"6/26/2002","47-351","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-351-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-351"
"47-355-A-1","ifn3","Valladolid","Portillo",41.511709,-4.594996,"9/13/2002","47-355","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-355-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-355"
"47-364-A-1","ifn3","Valladolid","Pedraja de Portillo, La",41.500622,-4.738493,"10/9/2002","47-364","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-364-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-364"
"47-365-A-1","ifn3","Valladolid","Pedraja de Portillo, La",41.500802,-4.726517,"6/24/2002","47-365","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-365-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-365"
"47-372-A-1","ifn3","Valladolid","Portillo",41.503359,-4.546866,"8/20/2002","47-372","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-372-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-372"
"47-373-A-1","ifn3","Valladolid","Portillo",41.50352,-4.534888,"8/20/2002","47-373","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-373-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-373"
"47-630-A-1","ifn3","Valladolid","Portillo",41.494516,-4.534676,"8/12/2002","47-630","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-630-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-630"
"47-631-A-1","ifn3","Valladolid","Portillo",41.494675,-4.5227,"8/12/2002","47-631","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-631-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-631"
"47-637-A-1","ifn3","Valladolid","Pedraja de Portillo, La",41.483329,-4.69012,"9/3/2002","47-637","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-637-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-637"
"47-639-A-1","ifn3","Valladolid","Portillo",41.485512,-4.534463,"8/7/2002","47-639","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-639-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-639"
"47-640-A-1","ifn3","Valladolid","Portillo",41.485671,-4.522489,"8/7/2002","47-640","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-640-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-640"
"47-642-A-1","ifn3","Valladolid","Pedraja de Portillo, La",41.473431,-4.749742,"7/29/2002","47-642","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-642-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-642"
"47-645-A-1","ifn3","Valladolid","Pedraja de Portillo, La",41.473971,-4.713829,"8/30/2002","47-645","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-645-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-645"
"47-647-A-1","ifn3","Valladolid","Pedraja de Portillo, La",41.474326,-4.689886,"8/23/2002","47-647","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-647-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-647"
"47-651-A-1","ifn3","Valladolid","Pedraja de Portillo, La",41.464427,-4.749499,"6/21/2002","47-651","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-651-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-651"
"47-654-A-1","ifn3","Valladolid","Pedraja de Portillo, La",41.464968,-4.713592,"8/26/2002","47-654","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-654-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-654"
