plotId,ifn,province,municipality,latWGS84,lngWGS84,dataCapture,plotifn3Id,plotIri,plotifn3Iri
"47-656","ifn2","Valladolid","Pedraja de Portillo, La",41.465322,-4.689653,1992,"47-656-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-656","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-656-A-1"
"47-661","ifn2","Valladolid","Mojados",41.455606,-4.73729,1992,"47-661-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-661","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-661-A-1"
"47-662","ifn2","Valladolid","Mojados",41.455786,-4.725322,1992,"47-662-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-662","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-662-A-1"
"47-665","ifn2","Valladolid","Pedraja de Portillo, La",41.456319,-4.689419,1992,"47-665-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-665","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-665-A-1"
"47-666","ifn2","Valladolid","Pedraja de Portillo, La",41.456494,-4.677451,1992,"47-666-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-666","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-666-A-1"
"47-673","ifn2","Valladolid","Mojados",41.446602,-4.73705,1992,"47-673-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-673","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-673-A-1"
"47-675","ifn2","Valladolid","Mojados",41.446961,-4.713118,1992,"47-675-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-675","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-675-A-1"
"47-676","ifn2","Valladolid","Mojados",41.447139,-4.701151,1992,"47-676-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-676","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-676-A-1"
"47-680","ifn2","Valladolid","Portillo",41.449011,-4.569516,1992,"47-680-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-680","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-680-A-1"
"47-681","ifn2","Valladolid","Portillo",41.449173,-4.557549,1992,"47-681-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-681","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-681-A-1"
"47-684","ifn2","Valladolid","Mojados",41.437779,-4.724845,1992,"47-684-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-684","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-684-A-1"
"47-685","ifn2","Valladolid","Mojados",41.438312,-4.688952,1992,"47-685-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-685","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-685-A-1"
"47-699","ifn2","Valladolid","Mojados",41.419951,-4.712407,1992,"47-699-A-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-699","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/plot/plot-47-699-A-1"
