treeId,order,ifn,plotId,province,municipality,latWGS84,lngWGS84,dbh1mm,dbh2mm,heightM,expan,speciesId,scientificName,dataCapture,treeifn3Id,treeIri,plotIri,speciesIri,treeifn3Iri
"40-102-1",1,"ifn2","40-102","Segovia","Chañe",41.361503,-4.376102,480,481,15,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-2",2,"ifn2","40-102","Segovia","Chañe",41.361553,-4.375997,441,472,13.5,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-3",3,"ifn2","40-102","Segovia","Chañe",41.36148,-4.375969,462,487,15.5,5.092958178940651,"Species26","Pinus pinaster",1991,"40-102-A-1-66-14.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-102-A-1-66-14.9"
"40-102-4",4,"ifn2","40-102","Segovia","Chañe",41.361438,-4.376023,246,259,11,14.14710605261292,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-5",5,"ifn2","40-102","Segovia","Chañe",41.361422,-4.37605,464,445,14,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-6",6,"ifn2","40-102","Segovia","Chañe",41.361418,-4.375917,428,442,13,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-7",7,"ifn2","40-102","Segovia","Chañe",41.361415,-4.375844,487,455,14,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-8",8,"ifn2","40-102","Segovia","Chañe",41.3614,-4.375935,485,448,14,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-9",9,"ifn2","40-102","Segovia","Chañe",41.361301,-4.375908,487,489,12,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-10",10,"ifn2","40-102","Segovia","Chañe",41.361384,-4.376083,565,650,12,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-10","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-11",11,"ifn2","40-102","Segovia","Chañe",41.361202,-4.376151,544,519,13,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-11","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-12",12,"ifn2","40-102","Segovia","Chañe",41.361296,-4.37619,370,355,9,14.14710605261292,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-12","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-102-13",13,"ifn2","40-102","Segovia","Chañe",41.361308,-4.376229,472,446,14,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-13","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-14",14,"ifn2","40-102","Segovia","Chañe",41.361395,-4.376161,174,176,7,31.83098861837907,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-14","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-15",15,"ifn2","40-102","Segovia","Chañe",41.361391,-4.376291,475,468,13,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-15","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-16",16,"ifn2","40-102","Segovia","Chañe",41.361407,-4.376368,626,648,13,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-16","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-17",17,"ifn2","40-102","Segovia","Chañe",41.361425,-4.376199,542,528,15,5.092958178940651,"Species26","Pinus pinaster",1991,"40-102-A-1-310-6.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-17","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-102-A-1-310-6.1"
"40-102-18",18,"ifn2","40-102","Segovia","Chañe",41.361482,-4.376328,638,649,14,5.092958178940651,"Species26","Pinus pinaster",1991,"40-102-A-1-324-18.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-18","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-102-A-1-324-18.4"
"40-102-19",19,"ifn2","40-102","Segovia","Chañe",41.361587,-4.376236,637,534,14.5,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-19","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-20",20,"ifn2","40-102","Segovia","Chañe",41.361565,-4.376211,545,547,12.5,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-20","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-21",21,"ifn2","40-102","Segovia","Chañe",41.361551,-4.376168,594,623,16,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-21","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-22",22,"ifn2","40-102","Segovia","Chañe",41.361584,-4.376142,460,520,14.5,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-22","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-102-23",23,"ifn2","40-102","Segovia","Chañe",41.361482,-4.37613,585,642,13,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-102-23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-1150-1",1,"ifn2","40-1150","Segovia","Montejo de Arévalo",41.158953,-4.705565,272,271,8.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1150-A-1-11-12.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1150","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-11-12.3"
"40-1150-2",2,"ifn2","40-1150","Segovia","Montejo de Arévalo",41.158855,-4.705485,285,309,8.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1150-A-1-90-9.0","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1150","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-90-9.0"
"40-1150-3",3,"ifn2","40-1150","Segovia","Montejo de Arévalo",41.15884,-4.705553,432,415,10,14.14710605261292,"Species23","Pinus pinea",1991,"40-1150-A-1-109-3.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1150","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-109-3.3"
"40-1150-4",4,"ifn2","40-1150","Segovia","Montejo de Arévalo",41.158801,-4.70543,403,401,10,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1150-A-1-122-14.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1150","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-122-14.4"
"40-1150-5",5,"ifn2","40-1150","Segovia","Montejo de Arévalo",41.158782,-4.705552,405,402,9.5,14.14710605261292,"Species23","Pinus pinea",1991,"40-1150-A-1-170-7.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1150","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-170-7.7"
"40-1150-6",6,"ifn2","40-1150","Segovia","Montejo de Arévalo",41.15878,-4.705612,367,356,9.5,14.14710605261292,"Species23","Pinus pinea",1991,"40-1150-A-1-214-7.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1150","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-214-7.4"
"40-1150-7",7,"ifn2","40-1150","Segovia","Montejo de Arévalo",41.15878,-4.705694,360,395,9,14.14710605261292,"Species23","Pinus pinea",1991,"40-1150-A-1-255-11.2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1150","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-255-11.2"
"40-1150-8",8,"ifn2","40-1150","Segovia","Montejo de Arévalo",41.158801,-4.705734,307,293,9,14.14710605261292,"Species23","Pinus pinea",1991,"40-1150-A-1-275-12.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1150","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-275-12.8"
"40-1150-9",9,"ifn2","40-1150","Segovia","Montejo de Arévalo",41.158823,-4.705716,425,402,9,14.14710605261292,"Species23","Pinus pinea",1991,"40-1150-A-1-285-10.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1150-9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1150","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1150-A-1-285-10.7"
"40-1151-1",1,"ifn2","40-1151","Segovia","Santiuste de San Juan Bautista",41.161382,-4.526836,352,352,13,14.14710605261292,"Species23","Pinus pinea",1991,"40-1151-A-1-51-4.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1151","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-51-4.6"
"40-1151-2",2,"ifn2","40-1151","Segovia","Santiuste de San Juan Bautista",41.161295,-4.526832,145,146,4.5,31.83098861837907,"Species23","Pinus pinea",1991,"40-1151-A-1-166-7.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1151","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-166-7.4"
"40-1151-3",3,"ifn2","40-1151","Segovia","Santiuste de San Juan Bautista",41.161309,-4.526887,247,246,8.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1151-A-1-211-5.0","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1151","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-211-5.0"
"40-1151-4",4,"ifn2","40-1151","Segovia","Santiuste de San Juan Bautista",41.161237,-4.526925,394,430,13,14.14710605261292,"Species23","Pinus pinea",1991,"40-1151-A-1-219-13.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1151","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-219-13.5"
"40-1151-5",5,"ifn2","40-1151","Segovia","Santiuste de San Juan Bautista",41.161257,-4.526962,414,434,12,14.14710605261292,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1151","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-1151-6",6,"ifn2","40-1151","Segovia","Santiuste de San Juan Bautista",41.161312,-4.526923,354,314,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1151-A-1-246-6.0","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1151","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-246-6.0"
"40-1151-7",7,"ifn2","40-1151","Segovia","Santiuste de San Juan Bautista",41.16134,-4.526983,335,422,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1151-A-1-290-9.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1151","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-290-9.1"
"40-1151-8",8,"ifn2","40-1151","Segovia","Santiuste de San Juan Bautista",41.16138,-4.526939,366,376,11,14.14710605261292,"Species23","Pinus pinea",1991,"40-1151-A-1-333-6.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1151-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1151","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1151-A-1-333-6.1"
"40-1152-1",1,"ifn2","40-1152","Segovia","Montejo de Arévalo",41.149921,-4.705328,325,335,8,14.14710605261292,"Species23","Pinus pinea",1991,"40-1152-A-1-19-9.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1152","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-19-9.3"
"40-1152-2",2,"ifn2","40-1152","Segovia","Montejo de Arévalo",41.149882,-4.705342,355,368,7.5,14.14710605261292,"Species23","Pinus pinea",1991,"40-1152-A-1-19-4.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1152","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-19-4.8"
"40-1152-3",3,"ifn2","40-1152","Segovia","Montejo de Arévalo",41.149812,-4.705274,490,533,10,5.092958178940651,"Species23","Pinus pinea",1991,"40-1152-A-1-128-7.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1152","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-128-7.7"
"40-1152-4",4,"ifn2","40-1152","Segovia","Montejo de Arévalo",41.149757,-4.705287,247,250,8.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1152-A-1-164-10.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1152","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-164-10.9"
"40-1152-5",5,"ifn2","40-1152","Segovia","Montejo de Arévalo",41.149788,-4.705331,213,215,7.5,31.83098861837907,"Species26","Pinus pinaster",1991,"40-1152-A-1-176-6.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1152","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-176-6.3"
"40-1152-6",6,"ifn2","40-1152","Segovia","Montejo de Arévalo",41.149747,-4.705352,320,320,7.5,14.14710605261292,"Species23","Pinus pinea",1991,"40-1152-A-1-196-10.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1152","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-196-10.4"
"40-1152-7",7,"ifn2","40-1152","Segovia","Montejo de Arévalo",41.149771,-4.705503,285,264,6,14.14710605261292,"Species23","Pinus pinea",1991,"40-1152-A-1-264-14.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1152","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-264-14.5"
"40-1152-8",8,"ifn2","40-1152","Segovia","Montejo de Arévalo",41.149822,-4.705454,146,145,5.5,31.83098861837907,"Species26","Pinus pinaster",1991,"40-1152-A-1-283-8.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1152","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-283-8.4"
"40-1152-9",9,"ifn2","40-1152","Segovia","Montejo de Arévalo",41.149903,-4.705544,422,430,8,5.092958178940651,"Species23","Pinus pinea",1991,"40-1152-A-1-326-17.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1152","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-326-17.1"
"40-1152-10",10,"ifn2","40-1152","Segovia","Montejo de Arévalo",41.149884,-4.705467,270,270,8,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1152-A-1-330-10.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-10","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1152","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-330-10.3"
"40-1152-11",11,"ifn2","40-1152","Segovia","Montejo de Arévalo",41.149944,-4.705401,371,368,7.5,14.14710605261292,"Species23","Pinus pinea",1991,"40-1152-A-1-382-11.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1152-11","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1152","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1152-A-1-382-11.9"
"40-1155-1",1,"ifn2","40-1155","Segovia","Donhierro",41.131759,-4.716747,544,530,11,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1155-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1155","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-1155-2",2,"ifn2","40-1155","Segovia","Donhierro",41.131698,-4.716764,420,434,10,5.092958178940651,"Species23","Pinus pinea",1991,"40-1155-A-3C-37-5.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1155-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1155","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1155-A-3C-37-5.6"
"40-1155-3",3,"ifn2","40-1155","Segovia","Donhierro",41.131726,-4.716613,447,426,9,5.092958178940651,"Species23","Pinus pinea",1991,"40-1155-A-3C-71-17.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1155-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1155","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1155-A-3C-71-17.5"
