treeId,order,ifn,plotId,province,municipality,latWGS84,lngWGS84,dbh1mm,dbh2mm,heightM,expan,speciesId,scientificName,dataCapture,treeifn3Id,treeIri,plotIri,speciesIri,treeifn3Iri
"40-1543-4",4,"ifn2","40-1543","Segovia","Villacastín",40.838224,-4.436261,412,400,7.5,14.14710605261292,"Species23","Pinus pinea",1991,"40-1543-A-1-109-12.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-109-12.7"
"40-1543-5",5,"ifn2","40-1543","Segovia","Villacastín",40.838191,-4.436312,173,172,5.5,31.83098861837907,"Species26","Pinus pinaster",1991,"40-1543-A-1-138-9.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-138-9.8"
"40-1543-6",6,"ifn2","40-1543","Segovia","Villacastín",40.838162,-4.43637,281,278,12,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1543-A-1-179-9.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-179-9.1"
"40-1543-7",7,"ifn2","40-1543","Segovia","Villacastín",40.838113,-4.436359,229,229,8.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1543-A-1-183-14.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-183-14.6"
"40-1543-8",8,"ifn2","40-1543","Segovia","Villacastín",40.838149,-4.436378,264,268,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1543-A-1-186-10.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-186-10.3"
"40-1543-9",9,"ifn2","40-1543","Segovia","Villacastín",40.838124,-4.436386,250,241,10.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1543-A-1-197-12.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-197-12.8"
"40-1543-10",10,"ifn2","40-1543","Segovia","Villacastín",40.838115,-4.436428,277,282,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1543-A-1-208-13.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-10","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-208-13.8"
"40-1543-11",11,"ifn2","40-1543","Segovia","Villacastín",40.838155,-4.436602,430,442,8.5,5.092958178940651,"Species23","Pinus pinea",1991,"40-1543-A-1-264-18.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-11","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-264-18.8"
"40-1543-12",12,"ifn2","40-1543","Segovia","Villacastín",40.838232,-4.436431,389,379,7,14.14710605261292,"Species23","Pinus pinea",1991,"40-1543-A-1-276-1.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-12","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-276-1.9"
"40-1543-13",13,"ifn2","40-1543","Segovia","Villacastín",40.838234,-4.436473,237,234,7,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1543-A-1-291-5.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-13","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-291-5.3"
"40-1543-14",14,"ifn2","40-1543","Segovia","Villacastín",40.838267,-4.436488,235,240,6,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1543-A-1-324-7.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-14","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-324-7.3"
"40-1543-15",15,"ifn2","40-1543","Segovia","Villacastín",40.838276,-4.436472,169,170,6,31.83098861837907,"Species26","Pinus pinaster",1991,"40-1543-A-1-338-6.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-15","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-338-6.7"
"40-1543-16",16,"ifn2","40-1543","Segovia","Villacastín",40.838335,-4.436441,248,251,8,14.14710605261292,"Species26","Pinus pinaster",1991,"40-1543-A-1-383-11.1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-1543-16","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-1543-A-1-383-11.1"
"40-36-1",1,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.433381,-4.401545,469,492,12.5,5.092958178940651,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-36-2",2,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.433181,-4.401573,134,131,4,31.83098861837907,"Species23","Pinus pinea",1991,"40-36-A-1-10-1.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-36-A-1-10-1.7"
"40-36-3",3,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.433322,-4.401502,503,496,14,5.092958178940651,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-36-4",4,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.433206,-4.401523,169,177,6,31.83098861837907,"Species23","Pinus pinea",1991,"40-36-A-1-47-6.2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-36-A-1-47-6.2"
"40-36-5",5,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.433221,-4.401457,528,522,14,5.092958178940651,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-36-6",6,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.433241,-4.401356,519,495,13.5,5.092958178940651,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-36-7",7,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.433185,-4.401303,553,532,13.5,5.092958178940651,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-36-8",8,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.433159,-4.401441,520,512,11,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-36-9",9,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.433112,-4.401345,513,467,13.5,5.092958178940651,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-36-10",10,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.433041,-4.401341,628,587,13.5,5.092958178940651,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-10","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-36-11",11,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.433053,-4.401671,519,540,12,5.092958178940651,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-11","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-36-12",12,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.433133,-4.401621,459,442,12.5,5.092958178940651,"Species23","Pinus pinea",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-12","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23",
"40-36-13",13,"ifn2","40-36","Segovia","San Cristóbal de Cuéllar",41.43323,-4.401609,160,167,5,31.83098861837907,"Species23","Pinus pinea",1991,"40-36-A-1-373-7.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-36-13","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-36-A-1-373-7.6"
"40-364-1",1,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305396,-4.542136,242,238,10.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-8-14.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-8-14.7"
"40-364-2",2,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305372,-4.542106,259,259,10.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-23-13.0","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-23-13.0"
"40-364-3",3,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305319,-4.542122,354,341,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-36-7.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-36-7.3"
"40-364-4",4,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305351,-4.542048,274,288,13.5,14.14710605261292,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-364-5",5,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305356,-4.541975,476,455,14,5.092958178940651,"Species26","Pinus pinaster",1991,"40-364-A-3C-68-19.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-68-19.4"
"40-364-6",6,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305286,-4.542097,334,332,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-84-6.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-84-6.8"
"40-364-7",7,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305254,-4.542001,335,334,12.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-108-14.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-108-14.5"
"40-364-8",8,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305177,-4.542046,325,321,11.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-153-14.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-153-14.6"
"40-364-9",9,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305205,-4.542116,313,335,12,14.14710605261292,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-364-10",10,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305172,-4.542099,320,328,12,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-171-12.2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-10","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-171-12.2"
"40-364-11",11,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305069,-4.542065,448,446,10,5.092958178940651,"Species23","Pinus pinea",1991,"40-364-A-3C-181-23.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-11","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-181-23.7"
"40-364-12",12,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305169,-4.542134,350,361,11.5,14.14710605261292,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-12","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-364-13",13,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305211,-4.5422,242,232,10,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-227-6.5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-13","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-227-6.5"
"40-364-14",14,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305221,-4.54223,257,255,10,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-249-6.9","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-14","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-249-6.9"
"40-364-15",15,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305318,-4.54246,463,433,13,5.092958178940651,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-15","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-364-16",16,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305309,-4.542222,300,292,11.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-344-6.2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-16","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-344-6.2"
"40-364-17",17,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305361,-4.542248,274,275,9.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-354-12.2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-17","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-354-12.2"
"40-364-18",18,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305326,-4.542193,334,359,11.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-376-6.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-18","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-376-6.8"
"40-364-19",19,"ifn2","40-364","Segovia","Villaverde de Íscar",41.305305,-4.542179,308,306,11.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-364-A-3C-382-4.3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-364-19","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-364-A-3C-382-4.3"
"40-37-1",1,"ifn2","40-37","Segovia","Cuéllar",41.433844,-4.353674,390,327,12,14.14710605261292,"Species26","Pinus pinaster",1991,"40-37-A-3C-16-12.0","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-37-1","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-37","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-37-A-3C-16-12.0"
"40-37-2",2,"ifn2","40-37","Segovia","Cuéllar",41.433812,-4.353596,337,339,11.5,14.14710605261292,"Species26","Pinus pinaster",1991,"40-37-A-3C-56-12.7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-37-2","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-37","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-37-A-3C-56-12.7"
"40-37-3",3,"ifn2","40-37","Segovia","Cuéllar",41.433764,-4.35367,345,368,10.5,14.14710605261292,"Species26","Pinus pinaster",1991,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-37-3","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-37","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26",
"40-37-4",4,"ifn2","40-37","Segovia","Cuéllar",41.433755,-4.353444,435,424,10,5.092958178940651,"Species23","Pinus pinea",1991,"40-37-A-3C-94-22.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-37-4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-37","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-37-A-3C-94-22.4"
"40-37-5",5,"ifn2","40-37","Segovia","Cuéllar",41.433737,-4.353626,236,230,10,14.14710605261292,"Species26","Pinus pinaster",1991,"40-37-A-3C-100-7.4","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-37-5","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-37","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-37-A-3C-100-7.4"
"40-37-6",6,"ifn2","40-37","Segovia","Cuéllar",41.433716,-4.353552,320,308,10,14.14710605261292,"Species26","Pinus pinaster",1991,"40-37-A-3C-109-13.8","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-37-6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-37","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-37-A-3C-109-13.8"
"40-37-7",7,"ifn2","40-37","Segovia","Cuéllar",41.433703,-4.35356,318,303,11,14.14710605261292,"Species26","Pinus pinaster",1991,"40-37-A-3C-117-13.6","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/tree/tree-40-37-7","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-37","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn3/tree/tree-40-37-A-3C-117-13.6"
